"filename", "language", "TypeScript JSX", "Markdown", "CSS", "JSON with Comments", "TypeScript", "JSON", "JavaScript", "Properties", "MS SQL", "XML", "comment", "blank", "total"
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\lib\util\auth.ts", "TypeScript", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\lib\util\axios-instance.ts", "TypeScript", 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 4, 9, 47
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\lib\util\schema\index.ts", "TypeScript", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 1, 9, 58
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\lib\utils.ts", "TypeScript", 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 2, 7
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\providers\UserProvider.tsx", "TypeScript JSX", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 63
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\providers\logoutProvider.tsx", "TypeScript JSX", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 39
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\providers\queryProvider.tsx", "TypeScript JSX", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\style\emailLayout.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\src\style\tables.css", "CSS", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 8, 45
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\tailwind.config.ts", "TypeScript", 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 0, 3, 30
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\client\tsconfig.json", "JSON with Comments", 0, 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 1, 27
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\package-lock.json", "JSON", 0, 0, 0, 0, 0, 225, 0, 0, 0, 0, 0, 1, 226
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\package.json", "JSON", 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 1, 8
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\.env", "Properties", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\config\db-config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 4, 17
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\auth.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 72, 0, 0, 0, 0, 13, 85
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\booking.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 1, 25, 178
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\cart.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 1, 7, 56
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\inquiries.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 25, 0, 0, 0, 0, 5, 30
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\installer.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 57, 0, 0, 0, 0, 9, 66
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\mailer\mailer.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 8, 45
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\products.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 9, 60
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\services.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 8, 59
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\test.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 7, 56
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\controller\users.controller.js", "JavaScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 4, 23
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\index.js", "JavaScript", 0, 0, 0, 0, 0, 0, 33, 0, 0, 0, 1, 7, 41
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\jobs\booking.js", "JavaScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 1, 3, 21
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\lib\emailLayout\emailLayout.js", "JavaScript", 0, 0, 0, 0, 0, 0, 68, 0, 0, 0, 0, 6, 74
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\lib\lib.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 4, 20
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\middlewares\authenticateUser\authenticateUser.js", "JavaScript", 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 0, 6, 23
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\middlewares\validators\authValidator.js", "JavaScript", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 25
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\auth.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 8, 38
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\booking.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 125, 0, 0, 0, 0, 17, 142
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\cart.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 0, 4, 26
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\inquiries.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 5, 24
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\installer.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 10, 86
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\products.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 42, 0, 0, 0, 0, 9, 51
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\services.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 0, 9, 47
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\test.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 5, 21
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\model\users.model.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\package-lock.json", "JSON", 0, 0, 0, 0, 0, 1977, 0, 0, 0, 0, 0, 1, 1978
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\package.json", "JSON", 0, 0, 0, 0, 0, 27, 0, 0, 0, 0, 0, 1, 28
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\auth.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 3, 11
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\booking.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 1, 4, 23
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\cart.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\inquiries.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\installer.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 3, 13
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\mailer\mailer.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4, 9
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\products.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\services.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 3, 14
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\test.route.js", "JavaScript", 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 3, 12
"c:\Users\CUTA2024011\Documents\Cutamora\CAPSTONE\capstone_project\server\routes\users.router.js", "JavaScript", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 3, 10
"Total", "-", 6667, 23, 77, 29, 3805, 8911, 1223, 12, 140, 38, 122, 1228, 22275
